KEGG_CPD	KEGG_FORMULA	KEGG_EXACT_MASS
C05760	C14H25OSR	
C05761	C14H27OSR	
C05762	C16H29O2SR	
C05763	C16H29OSR	
C05764	C16H31OSR	
C05765	C5H10NO7P	227.0195
C05766	C40H44N4O16	836.2752
C05768	C36H44N4O8	660.3159
C05770	C36H38N4O8	654.269
C05772	C43H50N4O16	878.3222
C05773	C45H59CoN4O14	938.336
C05774	C48H72CoN11O8	989.4897
C05775	C14H18N2O4	278.1267
C05777	C42H51N6NiO13	905.2868
C05778	C42H46N4O16	862.2909
C05786	C33H38N4O6	586.2791
C05787	C45H52N4O18	936.3277
C05791	C33H42N4O6	590.3104
C05796	(C12H20O11)n	
C05797	C55H74N4O5	870.5659
C05803	C37H54O3	546.4073
C05804	C38H56O3	560.4229
C05805	C38H56O4	576.4179
C05807	C11H14O(C5H8)n	
C05809	C47H70O3	682.5325
C05810	C46H70O	638.5427
C05811	C46H70O2	654.5376
C05812	C47H72O2	668.5532
C05813	C47H70O3	682.5325
C05814	C48H72O3	696.5481
C05815	C48H72O4	712.5431
C05817	C11H12O6	240.0634
C05818	C15H14O2(C5H8)n	
C05819	C16H18O2(C5H8)n	
C05821	C30H27N3O15	669.1442
C05822	C9H14N3O8P	323.0519
C05823	C3H6O3S	122.0038
C05824	C3H7NO5S2	200.9766
C05825	C6H11NO3	145.0739
C05827	C6H8N2O	124.0637
C05828	C6H8N2O2	140.0586
C05829	C6H10N2O5	190.059
C05837	C16H20N2O9S2	448.061
C05838	C9H8O3	164.0473
C05839	C15H18O8	326.1002
C05840	C4H5NO4	131.0219
C05841	C11H14NO6	256.0821
C05842	C7H8N2O2	152.0586
C05843	C7H8N2O2	152.0586
C05844	C7H14N2O6S	254.0573
C05847	C5H12O7P2(C5H8)n	
C05848	C12H14O3(C5H8)n	
C05849	C31H46O3	466.3447
C05850	C11H9O2R	
C05852	C8H8O3	152.0473
C05853	C8H10O	122.0732
C05855	C15H20O7	312.1209
C05856	C12H15N4OS	263.0967
C05859	C20H36O7P2(C5H8)n	
C05860	C42H74N2O22P2(C5H8)n	
C05861	C48H84N2O27P2(C5H8)n	
C05892	C34H55N7O24P2	1007.2774
C05893	C94H156N8O26P2	1875.0606
C05894	C94H157N9O25P2	1874.0766
C05895	C104H172N14O30P2	2159.1839
C05897	C87H143N7O23P2	1715.9711
C05898	C95H156N8O28P2	1919.0504
C05902	C16H12O6	300.0634
C05903	C15H10O6	286.0477
C05904	C15H11O5	271.0606
C05905	C15H11O6	287.0556
C05906	C15H14O7	306.074
C05907	C15H14O6	290.079
C05908	C15H11O7	303.0505
C05909	C15H14O8	322.0689
C05911	C15H12O7	304.0583
C05912	C33H38N4O6	586.2791
C05913	C33H36N4O6	584.2635
C05921	C20H28N7O9PS	573.1407
C05922	C10H18N5O15P3	541.0012
C05923	C9H18N5O14P3	513.0063
C05924	C10H14N5O6PS2	395.0123
C05925	C9H14N5O7P	335.0631
C05927	C30H43N6O16P	774.2473
C05928	C25H30N8O10	602.2085
C05929	C25H30N8O10(C5H7NO3)n-2	
C05931	C9H13NO7	247.0692
C05932	C9H13NO6	231.0743
C05933	C6H14N4O3	190.1066
C05936	C6H11NO2	129.079
C05938	C5H9NO4	147.0532
C05942	C5H5NO2	111.032
C05945	C6H15N4O5P	254.078
C05946	C5H6O6	162.0164
C05947	C5H9NO5	163.0481
C05951	C25H40N2O6S	496.2607
C05952	C23H37NO5S	439.2392
C05956	C20H32O6	368.2199
C05959	C20H34O5	354.2406
C05960	C20H32O5	352.225
C05965	C20H32O4	336.2301
C05966	C20H32O4	336.2301
C05973	C6H13NO7PR	
C05974	C7H13NO9PR	
C05977	C4H7O7PR2	
C05979	C3H8O	60.0575
C05980	C13H18O17P2R4	
C05981	C11H20O22P4R2	
C05983	C13H18N5O8P	403.0893
C05984	C4H8O3	104.0473
C05985	C3H2O	54.0106
C05986	C3H4O	56.0262
C05989	C24H38N7O18P3S	837.1207
C05990	C22H22O11	462.1162
C05993	C12H16N5O8P	389.0736
C05998	C26H44N7O18P3S	867.1676
C05999	C3H6O2	74.0368
C06000	C25H42N7O18P3S	853.152
C06001	C4H8O3	104.0473
C06002	C4H6O3	102.0317
C06006	C6H10O4	146.0579
C06007	C6H12O4	148.0736
C06010	C5H8O4	132.0423
C06011	C6H6NO3S	172.0068
C06018	C18H29N3O15P2	589.1074
C06019	C6H13O9P	260.0297
C06020	C20H3CoN4R21	
C06021	C19CoN4R21	
C06022	C29H51N3O18P2	791.2643
C06023	C12H24N2O10(C6H11NO3)n	
C06024	C76H142N2O30P2	1624.9123
C06025	C84H154N2O37P2	1844.9706
C06026	C110H202N2O39P2	2237.336
C06027	C26H42N7O20P3S	897.1418
C06028	C26H40N7O19P3S	879.1313
C06030	C5H6O5	146.0215
C06032	C5H8O5	148.0372
C06033	C6H8O6	176.0321
C06037	C17H26O15R2	
C06038	C12H15O11R3	
C06040	C17H26O15R2	
C06041	C20H33O20PR2	
C06044	C8H10O2	138.0681
C06047	C9H9NO6	227.043
C06048	C9H9NO6	227.043
C06050	C8H7NO4	181.0375
C06051	C8H9NO3	167.0582
C06052	C8H7NO3	165.0426
C06054	C4H7O8P	213.9879
C06055	C4H10NO7P	215.0195
C06056	C4H9NO4	135.0532
C06058	NO2R	
C06060		
C06067	C16H20N2O2	272.1525
C06070	C10H14O3	182.0943
C06071	C17H26O9	374.1577
C06074	C10H16	136.1252
C06075	C10H16	136.1252
C06081	C20H34O(C5H8)n	
C06082	C15H20O4	264.1362
C06083	C30H52O	428.4018
C06086	C20H32	272.2504
C06087	C20H30O2	302.2246
C06089	C20H36O7P2	450.1936
C06090	C20H32	272.2504
C06093	C20H28O3	316.2038
C06094	C20H28O5	348.1937
C06095	C20H28O6	364.1886
C06096	C19H24O6	348.1573
C06098	C40H56O2	568.428
C06099	C10H16	136.1252
C06102	C6H10O3	130.063
C06103	C6H12O3	132.0786
C06104	C6H10O4	146.0579
C06105	C6H8O2	112.0524
C06108	C2H3FO2	78.0117
C06109		
C06110		
C06112	C20H28N6O13PR(C5H8O6PR)n	
C06113	C14H22NO13PR2(C5H8O6PR)n	
C06114	C8H13N3O3	199.0957
C06118	C12H16O12	352.0642
C06123	C16H30O	238.2297
C06124	C18H38NO5P	379.2488
C06125	C25H46NO11SR	
C06126	C31H56NO13R	
C06127	C31H56NO16SR	
C06128	C36H63N2O16R	
C06133	C53H90N3O29R	
C06134	C61H103N4O34R	
C06135	C39H69N2O18R	
C06136	C45H79N2O23R	
C06138	C78H130N5O47R	
C06139	C89H147N6O55R	
C06140	C78H130N5O47R	
C06141	C67H113N4O39R	
C06142	C4H10O	74.0732
C06143	(C4H6O2)n	
C06144	C4H4O2	84.0211
C06148	C9H18N5O14P3	513.0063
C06153	C6H12O6	180.0634
C06156	C6H14NO8P	259.0457
C06157	C13H22NO4S2R	
C06159	C6H10O5	162.0528
C06160	C16H17NO3	271.1208
C06161	C17H19NO3	285.1365
C06162	C20H14NO4	332.0923
C06163	C20H20NO4	338.1392
C06165	C22H18NO6	392.1134
C06167	C19H22NO4	328.1549
C06171	C18H19NO3	297.1365
C06172	C18H19NO3	297.1365
C06173	C19H21NO3	311.1521
C06174	C18H21NO3	299.1521
C06175	C18H19NO3	297.1365
C06176	C18H25NO5	335.1733
C06178	C5H10N	84.0813
C06186	C12H16O7	272.0896
C06187	C12H17O10P	352.0559
C06188	C13H19O10P	366.0716
C06192	C16H25N5O15P2	589.0822
C06193	C10H14N5O8P	363.058
C06194	C10H12N5O7P	345.0474
C06195	C3H4N2O	84.0324
C06196	C10H13N4O7P	332.0522
C06197	C20H27N10O16P3	756.0819
C06198	C18H26N4O23P4	789.9938
C06201	C7H10O6	190.0477
C06202	C7H6O2	122.0368
C06203	C10H8O4	192.0423
C06204	C10H8O4	192.0423
C06205	C10H10O2	162.0681
C06206	C7H7O5P	202.0031
C06210	C7H8O4	156.0423
C06212	C11H14N2O	190.1106
C06213	C11H14N2	174.1157
C06215	C12H22O11(C6H10O5)n	
C06216	C42H72O36	1152.3803
C06217	C36H62O31	990.3275
C06218	C30H52O26	828.2747
C06219	C18H32O16	504.169
C06222	C7H15O10P	290.0403
C06224	C8H8O2	136.0524
C06231	C6H10N2O2	142.0742
C06232	H2MoO4	163.9007
C06240	C17H25N3O18P2	621.0608
C06241	C11H20NO12P	389.0723
C06244	C2H5NO	59.0371
C06246	C7H8N2O6R2	
C06247	C6H8N2O4R2	
C06249	C7H13N3O2R2	
C06250	C17H27N5O4SR2	
C06251	C96H176N2O38P2	2027.1376
C06254	C4H7O7PR2	
C06259		
C06260		
C06304	C10H16	136.1252
C06305	C10H16	136.1252
C06306	C10H16	136.1252
C06307	C10H16	136.1252
C06308	C10H16	136.1252
C06309	C30H52O	428.4018
C06310	C30H50	410.3913
C06311	C6H15O9P	262.0454
C06313	C9H11N5O3	237.0862
C06316	C5H6O5	146.0215
C06317	C8H10O3	154.063
C06318	C8H8O6	200.0321
C06319	C44H56N4O16	896.3691
C06320	C44H54N4O16	894.3535
C06321	C7H8O4	156.0423
C06322	C28H42N7O17P3S	873.1571
C06323	C9H7N	129.0578
C06324	C9H7NO	145.0528
C06325	C10H7NO2	173.0477
C06326	C8H15NO4	189.1001
C06327	C21H16NO5	362.1028
C06329	C6H5ClO5	191.9826
C06330	C9H7NO2	161.0477
C06331	C10H9NO2	175.0633
C06332	C9H9NO3	179.0582
C06333	C6H7NO3S	173.0147
C06336	C6H6O5S	189.9936
C06337	C8H6O4	166.0266
C06338	C9H7NO	145.0528
C06339	C9H9NO3	179.0582
C06341	C27H46O3	418.3447
C06342	C9H7NO2	161.0477
C06343	C9H7NO	145.0528
C06346	C16H17NO3	271.1208
C06348	C17H19NO3	285.1365
C06350	C16H17NO4	287.1158
C06352	C7H14O6	194.079
C06353	C7H14O6	194.079
C06355	C13H10O5	246.0528
C06356	C13H10O4	230.0579
C06357	C9H7O2R	
C06358	C10H10O2	162.0681
C06359	C11H12O2	176.0837
C06360	C12H14O2	190.0994
C06361	C27H29O15R2	
C06362		
C06363		
C06364	C11H16O10R2	
C06365	C17H26O15R2	
C06366	C8H21N3	159.1735
C06367	C4H5O7P	195.9773
C06368	C3H5O5P	151.9875
C06369	C6H13O8P	244.0348
C06370	C6H9O7R	
C06371	C26H45NO21	707.2484
C06372	C14H25NO11	383.1428
C06374	C8H6NO3R	
C06376	C8H16NO9P	301.0563
C06377	C6H14NO8P	259.0457
C06378	C3H3NO3R2	
C06379	C6H8NO5R	
C06380	C5H6NO5R	
C06381	C3H8N4O2	132.0647
C06382	C3H7N3O3	133.0487
C06383	C2H7N3O	89.0589
C06384	C2H6N2O2	90.0429
C06387	C28H39ClN7O17P3S	905.1025
C06388	C4H5O4R	
C06389	C3H5O2R	
C06390	C21H32O3	332.2351
C06392	C21H30O2	314.2246
C06393	C3H8N2O2	104.0586
C06394	C15H24	204.1878
C06395	C4H6N2O3R2	
C06396	C4H6N2O3R2	
C06397	C17H27N5O16P2	619.0928
C06398	C17H27N5O16P2	619.0928
C06399	C45H60N4O14	880.4106
C06400	C12H22O11(C6H10O5)n	
C06403	C7H13N3O2R2	
C06404	C10H20N3O2R2	
C06406	C43H50N4O17	894.3171
C06407	C44H52N4O17	908.3327
C06408	C45H60N4O14	880.4106
C06409	C62H89CoN13O14P. C7H8N4O2R2	
C06410	C63H92CoN13O14P. C7H8N4O2R2	
C06412		
C06413	C9H7N	129.0578
C06414	C10H7NO2	173.0477
C06415	C9H7NO	145.0528
C06416	C45H54N4O17	922.3484
C06419	C6H9N3O2	155.0695
C06423	C8H16O2	144.115
C06424	C14H28O2	228.2089
C06425	C20H40O2	312.3028
C06426	C18H30O2	278.2246
C06427	C18H30O2	278.2246
C06428	C20H30O2	302.2246
C06429	C22H32O2	328.2402
C06432	C37H60N8O25P2	1078.3145
C06433	C17H18N5O8P	451.0893
C06435	C14H19N4O9P	418.089
C06441	C5H11O8P	230.0192
C06442	C6H12N2O3	160.0848
C06451	C2H7O4P	126.0082
C06452	C3H9O4P	140.0238
C06453	C63H91CoN13O14P	1343.5878
C06454	C3H7O4P	138.0082
C06455	CH5O4P	111.9925
C06456	CH3O5P	125.9718
C06459	C5H15NO3P	168.079
C06468	C6H12O6	180.0634
C06472	C6H10O7	194.0427
C06473	C6H10O7	194.0427
C06479		
C06481	C13H22NO12PR2(C5H8O6PR)n	
C06482	C13H22NO11PSeR2(C5H8O6PR)n	
C06483	C20H34NO15R	
C06484	C4H8O2S2	151.9966
C06485	C6H10O5	162.0528
C06503	C45H62N6O12	878.4426
C06504	C45H61CoN6O12	936.3679
C06505	C45H61CoN6O12	936.3679
C06506	C55H73CoN11O15	1186.462
C06507	C55H77CoN15O11	1182.5259
C06508	C58H84CoN16O11	1239.5837
C06509	C58H85CoN16O14P	1319.5501
C06510	C68H97CoN21O21P2	1664.5975
C06511	C36H40N2O6	596.2886
C06512	C35H38N2O6	582.273
C06516	C18H21NO4	315.1471
C06517	C17H19NO4	301.1314
C06518	C18H21NO4	315.1471
C06520	C18H21NO4	315.1471
C06526	C20H24N2O2	324.1838
C06533	C20H21NO4	339.1471
C06542	C20H26N2O2	326.1994
C06547	C2H4	28.0313
C06548	C2H4O	44.0262
C06551	C8H14ClN5	215.0938
C06552	C8H15N5O	197.1277
C06553	C6H10N4O2	170.0804
C06554	C3H3N3O3	129.0174
C06555	C2H5N3O2	103.0382
C06560	C3H4ClN5	145.0155
C06561	C15H12O5	272.0685
C06562	C15H14O6	290.079
C06563	C15H10O5	270.0528
C06564	C14H21N3O6S	359.1151
C06565	C14H19N3O6S	357.0995
C06567	C8H13N2O4SR	
C06568	C15H20N4O8S	416.1002
C06570	C22H24N2O8	444.1533
C06571	C22H23ClN2O8	478.1143
C06575	C10H14	134.1096
C06576	C10H14O	150.1045
C06577	C10H12O	148.0888
C06578	C10H12O2	164.0837
C06579	C10H14O4	198.0892
C06580	C10H12O4	196.0736
C06584	C12H9Cl	188.0393
C06585	C12H11ClO2	222.0448
C06586	C12H9ClO2	220.0291
C06587	C12H9ClO4	252.0189
C06588	C12H10	154.0783
C06589	C12H12O2	188.0837
C06594	C6H3Cl3	179.93
C06597	C6H4Cl4	215.9067
C06598	C6H5Cl3O	197.9406
C06599	C6H6Cl2O2	179.9745
C06603	C6H6O4	142.0266
C06604	C10H14NO5PS	291.033
C06606	C10H14NO6P	275.0559
C06607	C4H11O3PS	170.0167
C06608	C4H11O4P	154.0395
C06609	C3H4Cl2	109.969
C06610	C3H4Cl2	109.969
C06611	C3H5ClO	92.0029
C06612	C3H5ClO	92.0029
C06613	C3H3ClO	89.9872
C06614	C3H3ClO2	105.9822
C06615	C3H3ClO2	105.9822
C06616	C36H65NO13	719.4456
C06620	C16H22N2O14P2	528.0546
C06624	C22H24N2O9	460.1482
C06627	C20H15NO8	397.0798
C06628	C20H15NO7	381.0849
C06629	C20H15NO6	365.0899
C06630	C28H50O10	546.3404
C06633	C36H65NO12	703.4507
C06635	C21H38O7	402.2618
C06653	C37H67NO12	717.4663
C06654	C20H18N2O7	398.1114
C06655	C9H18N4O4	246.1328
C06656	C9H16N4O3	228.1222
C06657	C9H16N4O4	244.1172
C06658	C8H14N2O4	202.0954
C06659	C8H12N2O4	200.0797
C06660	C8H10N2O4	198.0641
C06669	C7H7NO3	153.0426
C06671	C28H38Cl2N7O17P3S	939.0635
C06672	C8H8O4	168.0423
C06676	C6H6O7S	221.9834
C06677	C7H8O3S	172.0194
C06678	C7H8O4S	188.0143
C06679	C7H6O4S	185.9987
C06680	C8H6O5	182.0215
C06688	C43H58N4O12	822.4051
C06689	C66H75Cl2N9O24	1447.4302
C06697	AsO3	122.9063
C06701	H3PO3	81.982
C06711	C13H10O	182.0732
C06712	C13H8O	180.0575
C06714	C28H46N7O20P3S	925.1731
C06715	C28H44N7O20P3S	923.1575
C06717	C17H30N2O12S	486.1519
C06718	C18H30N2O13S	514.1469
C06719	C6H8O3	128.0473
C06721	C12H10O2S	218.0402
C06722	C12H8O2S	216.0245
C06723	C28H44N7O19P3S	907.1626
C06725	C10H9NO3	191.0582
C06726	C10H11NO3	193.0739
C06727	C8H12O2	140.0837
C06728	C8H10O2	138.0681
C06729	C8H10O4	170.0579
C06730	C7H8O2	124.0524
C06731	C8H10O4	170.0579
C06732	C11H10N2O2	202.0742
C06733	C30H42O	418.3236
C06734	C22H30O	310.2297
C06735	C2H5NO	59.0371
C06738	C9H8O3	164.0473
C06739	C15H18O8	326.1002
C06740	C32H42O14	650.2575
C06741		
C06742	C12H10O3S	234.0351
C06744		
C06746	C10H13NO	163.0997
C06748	C3H9N	59.0735
C06749	C28H44N7O18P3S	891.1676
C06751	C3H7NO2S(C5H8)n	
C06752	C2H4Cl2	97.969
C06753	C2H5ClO	80.0029
C06754	C2H3ClO	77.9872
C06755	C2H3ClO2	93.9822
C06756	C8H10	106.0783
C06757	C8H10O	122.0732
C06758	C8H8O	120.0575
C06760	C7H8O4	156.0423
C06761	C6H8O3	128.0473
C06762	C6H10O4	146.0579
C06789	C2Cl4	163.8754
C06790	C2HCl3	129.9144
C06791	C2H2Cl2	95.9534
C06792	C2H2Cl2	95.9534
C06793	C2H3Cl	61.9923
C06800	C17H12O6	312.0634
C06801	C23H20O11	472.1006
C06802	C25H43NO18	645.248
C06809	C5H9NO3S	163.0303
C06813	C6H5NO2	123.032
C06868	C15H12N2O	236.095
C06876	C6H5NO	107.0371
C06892	C6H10O6	178.0477
C06893	C6H11O9P	258.0141
C06899	C2H3Cl3O2	163.9199
C06988	C6H6Cl6	287.8601
C06990	C6H5Cl	112.008
C07031	C23H29N7O6	499.2179
C07032	C24H31N7O6	513.2336
C07044	CH4N2O2	76.0273
C07047	C7H15Cl2N2O2P	260.0248
C07054	C6H7N3O	137.0589
C07073	C14H22N2O	234.1732
C07083	C8H8	104.0626
C07084	C8H10O2	138.0681
C07085	C8H8O2	136.0524
C07086	C8H8O2	136.0524
C07087	C8H8O4	168.0423
C07089	C6H5ClO4	175.9876
C07090	C5H4O2	96.0211
C07091	C5H6O3	114.0317
C07092	C6H4Cl2	145.969
C07093	C6H6Cl2O2	179.9745
C07094	C6H4Cl2O2	177.9588
C07095	C6H4Cl2O4	209.9487
C07097	C6H4Cl2O2	177.9588
C07098	C6H3Cl3O	195.9249
C07099	C6H3Cl3O2	211.9199
C07103	C6H4O3	124.016
C07108	C26H29NO	371.2249
C07111	C8H10	106.0783
C07113	C8H8O	120.0575
C07114	C9H8O3	164.0473
C07118	C30H42N7O18P3S	913.152
C07130	C7H8N4O2	180.0647
C07138	C7H7NO3	153.0426
C07160	C31H48N7O18P3S	931.1989
C07189	C8H8O2	136.0524
C07208	C8H10	106.0783
C07209	C8H8O	120.0575
C07211	C8H8O2	136.0524
C07212	C8H10	106.0783
C07213	C8H10O	122.0732
C07214	C8H8O	120.0575
C07215	C8H8O2	136.0524
C07216	C8H10O	122.0732
C07271	C10H16O	152.1201
C07272	C4H3NO2	97.0164
C07276	C10H18O2	170.1307
C07277	C16H26N2O15P2	548.0808
C07278	C14H25NO11	383.1428
C07281	C7H13N3O2R2	
C07282	C11H22N4O2R2	
C07287	C8H14O	126.1045
C07288	C8H16O	128.1201
C07289	C18H30O2	278.2246
C07290	C21H20O6	368.126
C07291		
C07292		
C07293		
C07294	CH5AsO3	139.9455
C07295	CH5AsO2	123.9506
C07296	C37H66N7O17P3S	1005.3449
C07297	C40H70N7O18P3S	1061.3711
C07299		
C07300		
C07301	C8H9NO2	151.0633
C07303	C31H46N7O20P3S	961.1731
C07304	C25H33NO11	523.2054
C07305		
C07307	C25H33NO11	523.2054
C07308	C2H7AsO2	137.9662
C07326	C6H12O5	164.0685
C07328	C5H12O	88.0888
C07329	C5H10O	86.0732
C07330	C5H8O	84.0575
C07331	COS	59.967
C07335	C4H8NO7P	213.0038
C07338	C18H32O4	312.2301
C07343	C41H74N7O18P3S	1077.4024
C07344	C20H24N2O3	340.1787
C07345	C5H14NO2	120.1025
C07347	C26H38N7O17P3S2	877.0978
C07348	C26H38N7O18P3S2	893.0928
C07349	C27H24N4O3	452.1848
C07350	C11H14O4	210.0892
C07351	C10H12O4	196.0736
C07354	C18H32O4	312.2301
C07446	C6H5NO2	123.032
C07447	C2H6N2O	74.048
C07478	C7H8O5	172.0372
C07479	C7H8O5	172.0372
C07480	C7H8N4O2	180.0647
C07481	C8H10N4O2	194.0804
C07490	C2H3Cl3O	147.9249
C07496	C15H12N2O2	252.0899
C07535	C20H12	252.0939
C07565	C8H9NO	135.0684
C07572	C20H21FN2O	324.1638
C07576	C12H17N2O4P	284.0926
C07585	C8H9N3O2	179.0695
C07635	C19H30O2	290.2246
C07639	C15H12I3NO4	650.79
C07645	C7H15Cl2N2O3P	276.0197
C07646	C7H15Cl2N2O4P	292.0146
C07648	C5H5N5S	167.0266
C07649	C4H3FN2O2	130.0179
C07712	C27H44O3	416.329
C07715	C13H10	166.0783
C07721	C13H12O2	200.0837
C07756	C10H12N2O5S	272.0467
C07836	C7H15O10P	290.0403
C07838	C7H15O10P	290.0403
C08057	C3H6N2O2	102.0429
C08060	C12H9N	167.0735
C08061	C12H11NO2	201.079
C08062	C12H11NO4	233.0688
C08242	C24H42O21	666.2219
C08247	C12H22O10	326.1213
C08249	C9H14N2O6P	277.0589
C08250	C12H22O11	342.1162
C08269	C7H13NO3	159.0895
C08276	C4H8O2S	120.0245
C08299	C12H16N2O	204.1263
C08304	C11H14N2	174.1157
C08312	C12H16N2O	204.1263
C08313	C9H9N	131.0735
C08325	C20H27NO11	457.1584
C08334	C11H19NO6	261.1212
C08353	C5H10O5	150.0528
C08357	C18H24O5S	352.1344
C08358	C19H24O6S	380.1294
C08359	C19H26O6S	382.145
C08362	C16H30O2	254.2246
C08481	C14H17NO6	295.1056
C08491	C12H18O3	210.1256
C08492	C6H12O	100.0888
C08511	C10H15NO3	197.1052
C08576	C15H10O6	286.0477
C08577	C15H10O7	302.0427
C08578	C15H12O5	272.0685
C08579	C40H56O3	584.4229
C08580	C40H52O4	596.3866
C08583	C40H52O2	564.3967
C08584	C40H56O3	584.4229
C08585	C40H56O4	600.4179
C08586	C40H56	536.4382
C08588	C20H24O4	328.1675
C08589	C44H64O24	976.3788
C08590	C40H56O	552.4331
C08591	C40H56O	552.4331
C08592	C40H54O	550.4175
C08601	C40H56O2	568.428
C08604	C21H21O11	449.1084
C08606	C40H56O4	600.4179
C08607	C35H46O2	498.3498
C08612	C32H39O20	743.2035
C08613	C40H54	534.4226
C08614	C40H56O4	600.4179
C08615	C30H50O	426.3862
C08616	C30H50O	426.3862
C08620	C27H31O15	595.1663
C08626	C30H50O	426.3862
C08628	C30H50O	426.3862
C08637	C30H50O	426.3862
C08639	C27H31O16	611.1612
C08647	C21H21O11	449.1084
C08650	C15H12O4	256.0736
C08721	(C12H16NO9R)n	
C08725	C27H31O15	595.1663
C08733	C3H5N5O	127.0494
C08734	C3H4N4O2	128.0334
C08735	C3H3ClN4O	145.9995
C08737	C3H6N6	126.0654
C08794	C32H46O8	558.3193
C08813	C28H46O	398.3549
C08821	C29H48O	412.3705
C08825	C28H48O	400.3705
C08830	C31H52O	440.4018
C08886	C33H54O8	578.3819
C08888	C57H92O28	1224.5775
C08897	C45H72O16	868.482
C08898	C27H42O3	414.3134
C08907	C51H84O22	1048.5454
C08946	C42H72O14	800.4922
C08980	C30H50O3	458.376
C08983	C48H78O18	942.5188
C09023	C16H18N2	238.147
C09060	C11H6O3	186.0317
C09092	C20H30O	286.2297
C09094	C20H34O	290.261
C09099	C21H22O10	434.1213
C09126	C21H20O10	432.1056
C09131	C16H20N2O	256.1576
C09140	C20H32	272.2504
C09163	C20H28O3	316.2038
C09183	C20H36O2	308.2715
C09239	C19H22N2O2	310.1681
C09244	C21H24N2O2	336.1838
C09263	C9H6O4	178.0266
C09265	C10H8O5	208.0372
C09276	C14H14O4	246.0892
C09305	C11H6O3	186.0317
C09306	SO2	63.9619
C09315	C9H6O3	162.0317
C09320	C15H14O5	274.0841
C09321	C15H12O2	224.0837
C09332	C24H30N8O9	574.2136
C09382	C15H20O2	232.1463
C09440	C15H20O3	248.1412
C09555	C20H25NO4	343.1784
C09581	C20H24NO4	342.1705
C09592	C22H23NO7	413.1475
C09593	C21H21NO7	399.1318
C09614	C15H12O5	272.0685
C09627	C15H24O2	236.1776
C09629	C15H24	204.1878
C09639	C15H24	204.1878
C09648	C15H24	204.1878
C09663	C15H26O	222.1984
C09664	C15H26O	222.1984
C09665	C15H24	204.1878
C09666	C15H24	204.1878
C09672	C15H24	204.1878
C09684	C15H24	204.1878
C09694	C16H26O3	266.1882
C09699	C15H24	204.1878
C09704	C15H26O	222.1984
C09718	C15H24	204.1878
C09723	C15H24	204.1878
C09727	C15H14O6	290.079
C09736	C15H14O6	290.079
C09737	C15H22O	218.1671
C09750	C15H24	204.1878
C09751	C15H12O5	272.0685
C09755	C28H34O15	610.1898
C09762	C15H12O4	256.0736
C09789	C27H32O14	580.1792
C09794	C25H32O13	540.1843
C09804	C10H16O2	168.115
C09806	C28H34O15	610.1898
C09811	C28H44N7O17P3S	875.1727
C09814	C7H5N	103.0422
C09815	C7H7NO	121.0528
C09816	C11H12O4	208.0736
C09817	C32H46N7O19P3S	957.1782
C09818	C32H44N7O19P3S	955.1626
C09819	C32H46N7O20P3S	973.1731
C09820	C32H44N7O20P3S	971.1575
C09821	C28H42N7O18P3S	889.152
C09823	C28H46N7O17P3S	877.1884
C09825	C28H44N7O19P3S	907.1626
C09826	C15H12O5	272.0685
C09827	C15H12O4	256.0736
C09833	C16H14O5	286.0841
C09844	C10H18O	154.1358
C09847	C10H16O	152.1201
C09848	C10H18O	154.1358
C09849	C10H20O	156.1514
C09870	C12H22O2	198.162
C09871	C10H18O	154.1358
C09873	C10H16	136.1252
C09893	C10H16O	152.1201
C09898	C10H16	136.1252
C09900	C10H16	136.1252
C09902	C10H18O	154.1358
C10020	C24H22O13	518.106
C10023	C15H10O5	270.0528
C10025	C21H18O11	446.0849
C10028	C15H10O4	254.0579
C10043	C15H10O2	222.0681
C10044	C15H10O5	270.0528
C10098	C16H12O6	300.0634
C10101	C18H16O7	344.0896
C10107	C15H10O8	318.0376
C10172	C7H13NO2	143.0946
C10175	C32H38O20	742.1956
C10192	C15H10O7	302.0427
C10193	C17H14O7	330.074
C10208	C15H10O4	254.0579
C10216	C21H20O9	416.1107
C10287	C16H16O3	256.1099
C10343	C15H10O5	270.0528
C10385	C53H80O2	748.6158
C10419	C16H14O6	302.079
C10422	C20H18O5	338.1154
C10428	C10H12O	148.0888
C10434	C16H16O8	336.0845
C10443	C21H20O6	368.126
C10447	C9H10O4	182.0579
C10452	C10H12O	148.0888
C10453	C10H12O2	164.0837
C10454	C11H14O2	178.0994
C10469	C10H12O2	164.0837
C10478	C11H14O2	178.0994
C10502	C16H12O5	284.0685
C10503	C16H14O4	270.0892
C10509	C22H22O9	430.1264
C10516	C17H14O6	314.079
C10517	C9H19O11P	334.0665
C10520	C16H12O6	300.0634
C10521	C16H12O5	284.0685
C10522	C16H10O5	282.0528
C10538	C22H22O10	446.1213
C10552	C21H20O7	384.1209
C10556	C22H22O7	398.1366
C10557	C22H24O7	400.1522
C10646	C20H24O6	360.1573
C10682	C20H22O6	358.1416
C10700	C8H8O2	136.0524
C10772	C15H24N2O	248.1889
C10784	C22H30O4	358.2144
C10793	C16H22O2	246.162
C10882	C20H18O6	354.1103
C10906	C6H12O6	180.0634
C10931	C17H26ClNO2	311.1652
C10945	C9H8O3	164.0473
C10974	C5H11NO	101.0841
C11004	C8H11N	121.0891
C11006	C7H6N2O4	182.0328
C11033	CH6NO3P	111.0085
C11038	C10H17N3O11P2	417.0338
C11039	C10H18N3O14P3	497.0002
